2023-03-08 10:13:04.768646 [INFO   ] [APP] application started
2023-03-08 10:13:14.221954 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.339766 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:14.339772 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:14.339775 [INFO   ] [AUTO] order 54 filled for 10 lots at $146900 cents
2023-03-08 10:13:14.339804 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.339812 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:14.339815 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 19
2023-03-08 10:13:14.339820 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:14.339822 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.339825 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.339880 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:14.339885 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:14.339888 [INFO   ] [AUTO] hedge order 55 filled for 10 lots at $146700 average price in cents
2023-03-08 10:13:14.436673 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.436678 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.436681 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 12400; bid prices: 146700; bid volumes: 2020
2023-03-08 10:13:14.436709 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:14.436718 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.436720 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.436723 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 100; bid prices: 146200; bid volumes: 10000
2023-03-08 10:13:14.436754 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:14.436816 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.436819 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.436839 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.436842 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.436891 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.436895 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:14.436898 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:14.436902 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:14.436904 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:14.436906 [INFO   ] [AUTO] order 57 filled for 10 lots at $146400 cents
2023-03-08 10:13:14.436934 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:14.436937 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.436939 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.437010 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:14.437015 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:14.437017 [INFO   ] [AUTO] hedge order 58 filled for 10 lots at $146700 average price in cents
2023-03-08 10:13:14.661430 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.661438 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.661441 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 12400; bid prices: 146700; bid volumes: 2020
2023-03-08 10:13:14.661476 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:14.661485 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.661487 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.661489 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 90; bid prices: 146200; bid volumes: 10000
2023-03-08 10:13:14.661513 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:14.661753 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.661761 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.661895 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.661900 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.661918 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:14.661921 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:14.661924 [INFO   ] [AUTO] order 60 filled for 10 lots at $146400 cents
2023-03-08 10:13:14.661958 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.661962 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:14.661965 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:14.661968 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:14.661971 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.661973 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.662003 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:14.662008 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:14.662011 [INFO   ] [AUTO] hedge order 61 filled for 10 lots at $146600 average price in cents
2023-03-08 10:13:14.951547 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.951552 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.951555 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 1010; bid prices: 146600; bid volumes: 13810
2023-03-08 10:13:14.951582 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:14.951590 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.951592 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:14.951595 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 80; bid prices: 146100; bid volumes: 10000
2023-03-08 10:13:14.951615 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:14.951719 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.951725 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.951783 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:14.951791 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.951808 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:14.951813 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:14.951816 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:14.951827 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-08 10:13:14.951830 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:14.951832 [INFO   ] [AUTO] order 63 filled for 10 lots at $146400 cents
2023-03-08 10:13:14.951839 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:14.951857 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:14.951920 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:14.951925 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:14.951928 [INFO   ] [AUTO] hedge order 64 filled for 10 lots at $146600 average price in cents
2023-03-08 10:13:15.169680 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.169686 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.169689 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146700; ask volumes: 1000; bid prices: 146500; bid volumes: 13790
2023-03-08 10:13:15.169715 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:15.169723 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.169726 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.169728 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146100; bid volumes: 10000
2023-03-08 10:13:15.169750 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:15.169836 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:15.169840 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:15.169896 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.169901 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:15.169904 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:15.169908 [DEBUG  ] [CON] 'Exec' received 53 bytes
2023-03-08 10:13:15.169910 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:15.169912 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:15.169915 [INFO   ] [AUTO] order 66 filled for 10 lots at $146400 cents
2023-03-08 10:13:15.169925 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:15.169944 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:15.170020 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:15.170024 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:15.170026 [INFO   ] [AUTO] hedge order 67 filled for 10 lots at $146500 average price in cents
2023-03-08 10:13:15.385246 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.385251 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.385254 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 1010; bid prices: 146600; bid volumes: 13810
2023-03-08 10:13:15.385282 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:15.385286 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.385287 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.385290 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 60; bid prices: 146000; bid volumes: 10000
2023-03-08 10:13:15.385444 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:15.385448 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:15.385450 [INFO   ] [AUTO] order 68 filled for 10 lots at $146400 cents
2023-03-08 10:13:15.385477 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:15.385537 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.385543 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:15.385546 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:15.385563 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:15.385567 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:15.385594 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:15.385597 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:15.385599 [INFO   ] [AUTO] hedge order 69 filled for 10 lots at $146600 average price in cents
2023-03-08 10:13:15.642448 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.642453 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.642457 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 2000; bid prices: 146700; bid volumes: 13810
2023-03-08 10:13:15.642486 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:15.642490 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.642492 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.642494 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 50; bid prices: 146200; bid volumes: 10000
2023-03-08 10:13:15.642596 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:15.642603 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:15.642605 [INFO   ] [AUTO] order 70 filled for 10 lots at $146400 cents
2023-03-08 10:13:15.642628 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.642631 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:15.642634 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:15.642638 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:15.642665 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:15.642668 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:15.642705 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:15.642709 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:15.642711 [INFO   ] [AUTO] hedge order 71 filled for 10 lots at $146700 average price in cents
2023-03-08 10:13:15.938995 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.939002 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:15.939005 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146900; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-08 10:13:15.963519 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.963525 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.963528 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146900; bid volumes: 1390
2023-03-08 10:13:15.963555 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:15.963560 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.963562 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:15.963564 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 40; bid prices: 146200; bid volumes: 10000
2023-03-08 10:13:15.963721 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:15.963727 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:15.963729 [INFO   ] [AUTO] order 72 filled for 10 lots at $146400 cents
2023-03-08 10:13:15.963753 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:15.963788 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:15.963792 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:15.963795 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:15.963798 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:15.963800 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:15.963844 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:15.963850 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:15.963852 [INFO   ] [AUTO] hedge order 73 filled for 10 lots at $146900 average price in cents
2023-03-08 10:13:16.083536 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.083546 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:16.083550 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146200; bid volumes: 12
2023-03-08 10:13:16.143482 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.143494 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:16.143497 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147000; ask volumes: 710; bid prices: 0; bid volumes: 0
2023-03-08 10:13:16.143518 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.143524 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:16.143528 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 30; bid prices: 0; bid volumes: 0
2023-03-08 10:13:16.167801 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.167806 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.167809 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 3430; bid prices: 147000; bid volumes: 2020
2023-03-08 10:13:16.167863 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:16.167873 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.167875 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.167878 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146600; ask volumes: 10; bid prices: 146500; bid volumes: 9970
2023-03-08 10:13:16.167935 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:16.168016 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:16.168020 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.168076 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:16.168080 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.168102 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:16.168105 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.238746 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:16.238752 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:16.238755 [INFO   ] [AUTO] order 74 filled for 10 lots at $146700 cents
2023-03-08 10:13:16.238783 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:16.238876 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:16.238882 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.238909 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.238915 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:16.238919 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146700; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:16.238994 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:16.239000 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:16.239003 [INFO   ] [AUTO] hedge order 76 filled for 10 lots at $147200 average price in cents
2023-03-08 10:13:16.405639 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.405648 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.405652 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 3030; bid prices: 147000; bid volumes: 5780
2023-03-08 10:13:16.405693 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:16.405702 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.405704 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.405707 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 22; bid prices: 146500; bid volumes: 9980
2023-03-08 10:13:16.405725 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:13:16.405804 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:16.405809 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.405813 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.405832 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:16.405835 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.653478 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.653497 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.653501 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 2030; bid prices: 147000; bid volumes: 7780
2023-03-08 10:13:16.653527 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.653531 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.653534 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 162
2023-03-08 10:13:16.919736 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.919754 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.919759 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1030; bid prices: 147100; bid volumes: 13020
2023-03-08 10:13:16.919815 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:16.919825 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:16.919827 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:16.919830 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 162
2023-03-08 10:13:16.919857 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:16.919963 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:16.919970 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:16.919976 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.086157 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.086172 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:17.086176 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147200; ask volumes: 1030; bid prices: 0; bid volumes: 0
2023-03-08 10:13:17.136225 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.136232 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.136236 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 4000; bid prices: 147000; bid volumes: 3020
2023-03-08 10:13:17.136283 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:17.136296 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.136298 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.136301 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146700; bid volumes: 10010
2023-03-08 10:13:17.136325 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:17.136462 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:17.136467 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.136526 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:17.136533 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.189973 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:17.189979 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:13:17.189982 [INFO   ] [AUTO] order 77 filled for 10 lots at $146800 cents
2023-03-08 10:13:17.190010 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:13:17.190016 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:17.190018 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.190044 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.190049 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:17.190053 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:13:17.190233 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:13:17.190238 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:13:17.190241 [INFO   ] [AUTO] hedge order 81 filled for 10 lots at $147100 average price in cents
2023-03-08 10:13:17.435534 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.435539 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.435542 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 12400; bid prices: 146900; bid volumes: 16760
2023-03-08 10:13:17.435574 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:17.435578 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.435580 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.435583 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 38; bid prices: 146600; bid volumes: 162
2023-03-08 10:13:17.435745 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:17.435752 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.730987 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.730995 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.730999 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 15400; bid prices: 146800; bid volumes: 13780
2023-03-08 10:13:17.731035 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:17.731046 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.731048 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.731051 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146900; ask volumes: 10; bid prices: 146600; bid volumes: 162
2023-03-08 10:13:17.731072 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:17.731220 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:17.731224 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.731335 [DEBUG  ] [CON] 'Exec' received 19 bytes
